collection,budget,genre,language,title,production_companies,release_date,revenue,runtime,rating
,0,Drama,en,Suture,Kino Korsakoff,14-09-93,102780,96.0,C
,0,Comedy,es,Fresa y chocolate,Miramax Films,01-01-93,0,108.0,B
,0,Crime,en,Swimming with Sharks,Cineville,10-09-94,0,101.0,C
,32,Comedy,en,The Sum of Us,Samuel Goldwyn Company,12-07-94,0,100.0,C
,0,Comedy,en,Senior Trip,New Line Cinema,08-09-95,0,91.0,C
,0,Drama,zh,活着,Shanghai Film Studios,30-06-94,0,125.0,B
,25000000,Action,en,Tank Girl,Trilogy Entertainment Group,31-03-95,4064495,98.0,C
Tales from the Crypt Collection,0,Horror,en,Tales from the Crypt: Demon Knight,Universal Pictures,13-01-95,0,92.0,C
Star Trek: The Next Generation Collection,38000000,Science Fiction,en,Star Trek: Generations,Paramount Pictures,17-11-94,120000000,118.0,C
,6000000,Crime,en,Tales from the Hood,40 Acres & A Mule Filmworks,24-05-95,12000000,98.0,C
,0,Drama,en,Tom & Viv,#VALUE!,15-04-94,0,115.0,C
,0,Thriller,en,Village of the Damned,Universal Pictures,28-04-95,0,99.0,C
,0,Comedy,en,Tommy Boy,Paramount Pictures,31-03-95,32648673,97.0,C
,0,Drama,en,Vanya on 42nd Street,Sony Pictures Classics,13-09-94,0,119.0,C
,6500000,Thriller,en,The Underneath,Populist Pictures,28-04-95,0,99.0,C
,0,Drama,en,The Walking Dead,Savoy Pictures,24-02-95,0,88.0,C
,11000000,Romance,en,What's Eating Gilbert Grape,Paramount Pictures,17-12-93,10032765,118.0,B
,30000000,Action,en,Virtuosity,Paramount Pictures,04-08-95,24048000,106.0,C
,17000000,Comedy,en,While You Were Sleeping,Caravan Pictures,21-04-95,182057016,103.0,C
,0,Drama,en,The War,Universal Pictures,04-11-94,0,126.0,C
,0,Comedy,en,Double Happiness,Fine Line Features,07-09-94,759393,87.0,C
,3000000,Drama,en,Muriel's Wedding,Ciby 2000,29-09-94,15119639,106.0,C
,0,Comedy,en,The Baby-Sitters Club,Columbia Pictures Corporation,18-08-95,0,94.0,C
Ace Ventura Collection,15000000,Comedy,en,Ace Ventura: Pet Detective,Warner Bros.,04-02-94,107217396,86.0,C
,0,Drama,en,The Adventures of Priscilla, Queen of the Desert,PolyGram Filmed Entertainment,31-05-94,11220670,104.0,B
,0,Drama,en,Backbeat,Gramercy Pictures,01-04-94,0,100.0,C
,5000000,Thriller,en,Bitter Moon,Fine Line Features,02-09-92,1862805,139.0,C
,0,Action,en,Bullets Over Broadway,Miramax Films,14-10-94,0,98.0,C
The Jack Ryan Collection,62000000,Action,en,Clear and Present Danger,Paramount Pictures,03-08-94,215887717,141.0,C
,45000000,Drama,en,The Client,Regency Enterprises,20-07-94,117615211,119.0,C
,0,Comedy,en,Corrina, Corrina,New Line Cinema,12-08-94,0,115.0,C
,0,Comedy,en,Crooklyn,Universal Pictures,13-05-94,0,115.0,C
The Crow Collection,15000000,Fantasy,en,The Crow,Miramax Films,11-05-94,94000000,102.0,B
,0,Drama,en,Cobb,Regency Enterprises,02-12-94,1007583,128.0,C
The Flintstones (Live-Action) Collection,46000000,Fantasy,en,The Flintstones,Universal Pictures,26-05-94,341631208,91.0,D
,55000000,Comedy,en,Forrest Gump,Paramount Pictures,06-07-94,677945399,142.0,A
,6000000,Comedy,en,Four Weddings and a Funeral,Channel Four Films,09-03-94,254700832,117.0,C
,0,Romance,en,Higher Learning,#VALUE!,,,,E
,0,Comedy,en,I Like It Like That,Columbia Pictures Corporation,14-10-94,1777020,104.0,C
,45000000,Action,en,I Love Trouble,Caravan Pictures,29-06-94,61947267,123.0,C
,0,Comedy,en,It Could Happen to You,TriStar Pictures,29-07-94,0,101.0,C
,0,Adventure,en,The Jungle Book,#VALUE!,23-12-94,0,111.0,C
,0,Documentary,en,Die Macht der Bilder: Leni Riefenstahl,Channel Four Films,11-09-93,449707,180.0,B
The Lion King Collection,45000000,Family,en,The Lion King,Walt Disney Pictures,23-06-94,788241776,89.0,B
,35000000,Drama,en,Little Buddha,Miramax Films,01-12-93,4858139,140.0,C
A Nightmare on Elm Street Collection,14000000,Horror,en,New Nightmare,New Line Cinema,13-10-94,18090181,112.0,C
The Mask Collection,23000000,Romance,en,The Mask,New Line Cinema,29-07-94,351583407,101.0,C
,0,Action,en,Maverick,Icon Entertainment International,20-05-94,0,127.0,C
,0,Drama,en,Mrs. Parker and the Vicious Circle,Fine Line Features,07-09-94,0,125.0,C
Naked Gun Collection,30000000,Comedy,en,The Naked Gun 33⅓: The Final Insult,Paramount Pictures,18-03-94,51132598,83.0,C
,6000000,Comedy,en,The Paper,Imagine Entertainment,18-03-94,0,112.0,C
,11500000,Drama,en,Reality Bites,Universal Pictures,18-02-94,20079850,99.0,C
,8000000,Crime,en,Red Rock West,Propaganda Films,08-07-93,2000000,98.0,C
Richie Rich Collection,40000000,Comedy,en,Ri¢hie Ri¢h,Davis Entertainment,19-12-94,0,95.0,C
,0,Drama,en,Safe Passage,New Line Cinema,01-12-94,0,98.0,D
,45000000,Action,en,The River Wild,Universal Pictures,30-09-94,0,111.0,C
Speed Collection,30000000,Action,en,Speed,Twentieth Century Fox Film Corporation,09-06-94,350448145,116.0,C
,0,Comedy,en,Speechless,Metro-Goldwyn-Mayer (MGM),16-12-94,0,99.0,C
Timecop Collection,27000000,Thriller,en,Timecop,Universal Pictures,15-09-94,101646581,99.0,C
,115000000,Action,en,True Lies,Twentieth Century Fox Film Corporation,14-07-94,378882411,141.0,C
,0,Drama,en,When a Man Loves a Woman,Touchstone Pictures,29-04-94,50021959,126.0,C
,0,Fantasy,en,Wolf,Columbia Pictures,17-06-94,0,125.0,C
,63000000,Drama,en,Wyatt Earp,Tig Productions,24-06-94,25052000,191.0,C
,0,Action,en,Bad Company,Touchstone Pictures,20-01-95,0,108.0,D
,0,Comedy,en,A Man of No Importance,BBC Films,22-12-94,953,99.0,C
,0,Comedy,en,S.F.W.,Gramercy Pictures,15-09-94,0,96.0,C
,10000000,Action,en,A Low Down Dirty Shame,Caravan Pictures,23-11-94,29392418,100.0,C
,0,Drama,en,Boys Life: Three Stories of Love, Lust, and Liberation,Strand Releasing,30-09-94,0,91.0,E
,0,Drama,fr,Le colonel Chabert,#VALUE!,01-01-94,0,110.0,C
,45000,Action,en,Faster, Pussycat! Kill! Kill!,Eve Productions Inc.,06-08-65,0,83.0,C
,7000000,Crime,en,Jason's Lyric,#VALUE!,28-09-94,20851521,119.0,C
,0,Animation,en,The Secret Adventures of Tom Thumb,Bolex Brothers,10-12-93,0,61.0,B
Street Fighter,35000000,Action,en,Street Fighter,Universal Pictures,22-12-94,99423521,102.0,D
,0,Action,en,Coldblooded,Propaganda Films,15-09-95,0,92.0,C
,0,,en,Desert Winds,#VALUE!,31-12-97,0,97.0,E
,0,Action,en,Fall Time,Live Entertainment,13-05-95,0,88.0,C
Fear Collection,0,Horror,en,The Fear,A-Pix Entertainment,20-01-95,0,98.0,D
,0,Documentary,en,Frank and Ollie,Walt Disney Pictures,20-10-95,0,89.0,B
,0,Romance,en,Girl in the Cadillac,Overseas FilmGroup,24-10-95,0,89.0,A
,0,Thriller,en,Homage,Skyline Entertainment Partners,03-05-95,0,97.0,E
,0,Action,en,Mirage,#VALUE!,21-11-95,0,92.0,D
,0,Comedy,en,Open Season,Home Box Office (HBO),03-05-96,0,97.0,E
,0,,en,Dos Crímenes,#VALUE!,26-05-95,0,0.0,D
,0,Documentary,en,Brother Minister: The Assassination of Malcolm X,#VALUE!,01-03-95,0,115.0,D
Highlander Collection,26000000,Action,en,Highlander III: The Sorcerer,Trans-Film,29-11-94,36800000,99.0,D
,0,,en,Federal Hill,#VALUE!,24-02-95,0,97.0,D
,8000000,Horror,en,In the Mouth of Madness,New Line Cinema,12-12-94,8946600,95.0,B
,0,Drama,en,8 Seconds,New Line Cinema,25-02-94,0,105.0,B
,0,Crime,en,Above the Rim,New Line Cinema,23-03-94,0,96.0,C
Addams Family Collection,0,Comedy,en,Addams Family Values,Paramount Pictures,19-11-93,48919043,94.0,C
,0,Comedy,en,Martin Lawrence: You So Crazy,HBO Independent Productions,27-04-94,0,84.0,D
,34000000,Drama,en,The Age of Innocence,Columbia Pictures,17-09-93,32255440,139.0,C
,0,Comedy,en,Airheads,Twentieth Century Fox Film Corporation,05-08-94,0,92.0,C
,17080000,Comedy,en,The Air Up There,Hollywood Pictures,07-01-94,21011500,107.0,C
Stakeout Collection,0,Action,en,Another Stakeout,#VALUE!,,,,E
,0,Action,en,Bad Girls,Twentieth Century Fox Film Corporation,22-04-94,15240435,99.0,D
,3200000,Comedy,en,Barcelona,Fine Line Features,29-07-94,0,100.0,C
,40000000,Drama,en,Being Human,Warner Bros.,06-05-94,0,122.0,D
,0,Comedy,en,The Beverly Hillbillies,Twentieth Century Fox Film Corporation,15-10-93,0,93.0,D
Beverly Hills Cop Collection,50000000,Action,en,Beverly Hills Cop III,Paramount Pictures,24-05-94,119208989,104.0,C
,0,Action,en,Black Beauty,Warner Bros.,29-07-94,0,88.0,C
,0,Mystery,en,Blink,New Line Cinema,26-01-94,16668552,106.0,C
,0,Drama,en,Blown Away,Trilogy Entertainment Group,01-07-94,30156002,121.0,C
,0,Drama,en,Blue Chips,Paramount Pictures,18-02-94,0,108.0,C
,0,Drama,en,Blue Sky,Orion Pictures Corporation,16-09-94,0,101.0,C
,13000000,Horror,en,Body Snatchers,Warner Bros.,09-06-93,428868,87.0,C
,0,Drama,en,Boxing Helena,Mainline Pictures,18-06-93,1796389,107.0,D
,22000000,Drama,en,A Bronx Tale,HBO Films,14-09-93,17287898,121.0,B
,0,Comedy,en,Cabin Boy,Touchstone Pictures,07-01-94,3662459,80.0,D
,13000000,Drama,en,Calendar Girl,Columbia Pictures,03-09-93,2570145,90.0,D
,30000000,Action,en,Carlito's Way,Universal Pictures,10-11-93,36516012,144.0,B
City Slickers Collection,0,Action,en,City Slickers II: The Legend of Curly's Gold,Columbia Pictures,10-06-94,0,116.0,D
,0,Comedy,en,Clean Slate,Metro-Goldwyn-Mayer (MGM),06-05-94,7355425,107.0,C
,70000000,Action,en,Cliffhanger,TriStar Pictures,28-05-93,255000211,112.0,C
,0,Comedy,en,Coneheads,Paramount Pictures,23-07-93,0,88.0,D
,40000000,Drama,en,Color of Night,Hollywood Pictures,19-08-94,19726050,121.0,C
,0,Action,en,Cops & Robbersons,TriStar Pictures,15-04-94,0,93.0,D
,0,Western,en,The Cowboy Way,Imagine Entertainment,03-06-94,0,102.0,C
,0,Drama,en,Dangerous Game,Metro-Goldwyn-Mayer (MGM),19-11-93,0,108.0,C
,0,Comedy,en,Dave,Donner/Shuler-Donner Productions,07-05-93,63000000,110.0,C
,6900000,Comedy,en,Dazed and Confused,Gramercy Pictures,24-09-93,7993039,102.0,B
,57000000,Crime,en,Demolition Man,Silver Pictures,08-10-93,159055768,115.0,C
The Endless Summer Collection,0,Documentary,en,The Endless Summer 2,#VALUE!,03-06-94,0,109.0,B
,8000000,Western,en,Even Cowgirls Get the Blues,Fine Line Features,13-05-94,0,96.0,D
,0,Comedy,en,Fatal Instinct,Metro-Goldwyn-Mayer (MGM),29-10-93,0,91.0,C
,0,Drama,zh,霸王别姬,Beijing Film Studio,16-09-93,0,171.0,B
,0,Drama,en,The Favor,Orion Pictures,29-04-94,0,97.0,D
,0,Drama,en,Fearless,Spring Creek Productions,15-10-93,0,122.0,C
,0,Comedy,en,Fear of a Black Hat,#VALUE!,,,,E
,0,Comedy,en,With Honors,Spring Creek Productions,29-04-94,0,103.0,C
,0,Drama,en,Flesh and Bone,Paramount Pictures,05-11-93,9488998,126.0,C
,0,Comedy,en,Widows' Peak,Fine Line Features,13-05-94,0,101.0,D
,30000000,Comedy,en,For Love or Money,Universal Studios,01-10-93,11146270,94.0,C
,42000000,Drama,en,The Firm,Paramount Pictures,30-06-93,270248367,154.0,C
Free Willy Collection,20000000,Family,en,Free Willy,Canal Plus,16-07-93,153698625,112.0,C
,0,Crime,en,Fresh,Miramax Films,24-08-94,0,114.0,B
The Fugitive / U.S. Marshals Collection,44000000,Adventure,en,The Fugitive,Warner Bros.,06-08-93,368875760,130.0,B
,35000000,History,en,Geronimo: An American Legend,Columbia Pictures,10-12-93,18635620,115.0,C
,0,Drama,en,The Getaway,Universal Pictures,11-02-94,30,115.0,C
,30000000,Family,en,Getting Even with Dad,Metro-Goldwyn-Mayer (MGM),17-06-94,0,109.0,D
,0,Drama,en,Go Fish,Killer Films,10-06-94,0,83.0,D
,0,Comedy,en,A Good Man in Africa,Gramercy Pictures,14-07-94,0,94.0,C
,0,Drama,en,Guilty as Sin,Hollywood Pictures,04-06-93,22886222,107.0,C
Hard Target Collection,18000000,Action,en,Hard Target,Universal Pictures,20-08-93,74189677,97.0,C
,33000000,History,en,Heaven & Earth,Regency Enterprises,24-12-93,0,140.0,C
Hot Shots! Collection,25000000,Action,en,Hot Shots! Part Deux,Twentieth Century Fox Film Corporation,21-05-93,133752825,86.0,C
,0,Comedy,en,Live Nude Girls,Spelling Entertainment,08-12-95,0,95.0,D
,0,Drama,en,The Englishman Who Went Up a Hill But Came Down a Mountain,Miramax Films,12-05-95,0,99.0,C
,25000000,Romance,en,The House of the Spirits,Det Danske Filminstitut,19-10-93,0,140.0,C
House Party Collection,0,Comedy,en,House Party 3,#VALUE!,,,,E
,30000000,Comedy,en,The Hudsucker Proxy,PolyGram Filmed Entertainment,11-03-94,0,111.0,B
,40000000,Comedy,en,I'll Do Anything,Gracie Films,04-02-94,0,115.0,C
,0,Comedy,en,In the Army Now,#VALUE!,,,,E
,40000000,Action,en,In the Line of Fire,Castle Rock Entertainment,08-07-93,176997168,128.0,C
,13000000,Drama,en,In the Name of the Father,Universal Pictures,12-12-93,65796862,133.0,B
,0,Comedy,en,The Inkwell,Touchstone Pictures,22-04-94,8880705,110.0,D
,0,Drama,en,What's Love Got to Do with It,Touchstone Pictures,09-06-93,0,118.0,C
,30000000,Comedy,en,Jimmy Hollywood,Paramount Pictures,30-03-94,0,112.0,D
,0,Action,en,Judgment Night,#VALUE!,,,,E
Jurassic Park Collection,63000000,Adventure,en,Jurassic Park,Universal Pictures,11-06-93,920100000,127.0,B
,9000000,Thriller,en,Kalifornia,Propaganda Films,01-09-93,2395231,117.0,C
,1500000,Action,en,Killing Zoe,Live Entertainment,01-10-93,418961,96.0,C
,0,Drama,en,King of the Hill,Gramercy Pictures,20-08-93,0,103.0,C
,0,Action,en,Lassie,Paramount Pictures,22-07-94,0,94.0,C
,85000000,Adventure,en,Last Action Hero,Columbia Pictures Corporation,18-06-93,137298489,130.0,C
,0,Comedy,en,Life With Mikey,Touchstone Pictures,04-06-93,0,91.0,C
,0,Action,en,Lightning Jack,Savoy Pictures,11-03-94,0,98.0,C
,0,Drama,en,M. Butterfly,Geffen Pictures,09-09-93,1499795,101.0,C
,22000000,Comedy,en,Made in America,Regency Enterprises,27-05-93,0,111.0,C
,0,Drama,en,Malice,Columbia Pictures,29-09-93,46405336,107.0,C
,0,Drama,en,The Man without a Face,Icon Entertainment International,25-08-93,24760338,114.0,C
,13500000,Comedy,en,Manhattan Murder Mystery,TriStar Pictures,18-08-93,11285588,104.0,B
,3500000,Drama,en,Menace II Society,New Line Cinema,26-05-93,27900000,97.0,B
,55000000,Action,en,Executive Decision,Silver Pictures,15-03-96,121969216,133.0,C
,0,Drama,ja,愛のコリーダ,Argos Films,15-05-76,0,105.0,C
,0,Thriller,en,What Happened Was...,The Samuel Goldwyn Company,09-09-94,0,91.0,C
,8000000,Drama,en,Much Ado About Nothing,Renaissance Films,07-05-93,0,111.0,B
,0,Drama,en,Mr. Jones,TriStar Pictures,08-10-93,0,114.0,C
,0,Comedy,en,Mr. Wonderful,Warner Bros.,15-10-93,0,98.0,C
,25000000,Comedy,en,Mrs. Doubtfire,Twentieth Century Fox Film Corporation,24-11-93,441286195,125.0,C
,0,Comedy,en,Naked,Thin Man Films,14-09-93,0,131.0,B
The Karate Kid Collection,12000000,Adventure,en,The Next Karate Kid,Columbia Pictures Corporation,18-07-94,15826984,107.0,D
,0,Comedy,en,The New Age,Regency Enterprises,16-09-94,0,112.0,D
,20000000,Action,en,No Escape,Columbia Pictures Corporation,29-04-94,15340000,118.0,C
,40000000,Comedy,en,North,Columbia Pictures,22-07-94,0,87.0,D
,4000000,Romance,en,Orlando,Mikado Film,01-09-92,0,93.0,C
,30000000,Crime,en,A Perfect World,Malpaso Productions,24-11-93,135130999,138.0,B
,26000000,Drama,en,Philadelphia,TriStar Pictures,22-12-93,206678440,125.0,B
,7000000,Drama,en,The Piano,New South Wales Film & Television Office,19-05-93,116700000,121.0,B
,14000000,Drama,en,Poetic Justice,Columbia Pictures,23-07-93,27515786,109.0,C
,0,Drama,en,The Program,Touchstone Pictures,24-09-93,23042200,112.0,C
,0,Horror,en,The Puppet Masters,Hollywood Pictures,21-10-94,8638072,109.0,C
,0,Comedy,en,Radioland Murders,Universal Pictures,21-10-94,0,108.0,C
,11000000,Comedy,en,The Ref,Touchstone Pictures,09-03-94,11439193,97.0,C
,11500000,Drama,en,The Remains of the Day,Columbia Pictures,05-11-93,23237911,134.0,B
,40000000,Comedy,en,Renaissance Man,#VALUE!,,,,E
,0,Action,en,Rising Sun,Twentieth Century Fox Film Corporation,30-07-93,107198790,125.0,C
,0,Comedy,en,The Road to Wellville,Columbia Pictures,28-10-94,0,118.0,C
RoboCop Collection,22000000,Action,en,RoboCop 3,Orion Pictures,17-04-93,10696210,104.0,D
,20000000,Comedy,en,Robin Hood: Men in Tights,Gaumont,28-07-93,35739755,104.0,C
,11500000,Action,en,Romeo Is Bleeding,Working Title Films,13-09-93,3275585,100.0,C
,0,Action,en,Romper Stomper,The Australian Film Commission,05-03-92,0,94.0,C
,800000,Drama,en,Ruby in Paradise,Ruby in Paradise,08-10-93,1001437,114.0,C
,12000000,Drama,en,Rudy,TriStar Pictures,17-09-93,22750363,114.0,B
,0,Drama,en,The Saint of Fort Washington,David V. Picker Productions,03-11-93,0,99.0,D
,0,Drama,fr,Les Nuits Fauves,Société Nouvelle de Cinématographie,19-08-92,0,126.0,C
,22000000,Drama,en,Schindler's List,Universal Pictures,29-11-93,321365567,195.0,A
,0,Comedy,en,The Scout,Twentieth Century Fox Film Corporation,30-09-94,0,101.0,C
,0,Drama,en,Searching for Bobby Fischer,Mirage Enterprises,13-08-93,7266383,110.0,B
,0,Drama,en,Second Best,Regency Enterprises,30-09-94,0,105.0,C
The Secret Garden Collection,0,Drama,en,The Secret Garden,American Zoetrope,13-08-93,0,102.0,B
,13000000,Comedy,en,Serial Mom,Savoy Pictures,13-04-94,7820688,95.0,C
The Shadow Collection,25000000,Adventure,en,The Shadow,Universal Pictures,01-07-94,48063435,108.0,C
,22000000,Drama,en,Shadowlands,Shadowlands Productions,25-12-93,0,131.0,C
,0,Comedy,en,Short Cuts,Fine Line Features,05-09-93,6110979,187.0,C
,0,Drama,en,A Simple Twist of Fate,Touchstone Pictures,02-09-94,0,106.0,C
,0,Comedy,en,Sirens,Miramax Films,01-10-93,7770731,98.0,C
,0,Mystery,en,Six Degrees of Separation,Metro-Goldwyn-Mayer (MGM),08-12-93,0,112.0,C
,21000000,Comedy,en,Sleepless in Seattle,TriStar Pictures,24-06-93,227799884,105.0,C
,40000000,Drama,en,Sliver,Paramount Pictures,21-05-93,116300000,108.0,D
Blade Runner Collection,28000000,Science Fiction,en,Blade Runner,Shaw Brothers,25-06-82,33139618,117.0,B
,0,Comedy,en,Son in Law,Hollywood Pictures,02-07-93,36448200,95.0,C
,20000000,Comedy,en,So I Married an Axe Murderer,TriStar Pictures,30-07-93,11585483,93.0,C
,30,Crime,en,Striking Distance,Columbia Pictures Industries,17-09-93,0,102.0,C
,0,History,en,Harem,#VALUE!,20-11-85,0,113.0,D
,48000000,Adventure,en,Super Mario Bros.,Hollywood Pictures,28-05-93,20915465,104.0,D
,7400000,Action,en,Surviving the Game,New Line Cinema,15-04-94,7690013,96.0,C
,50000000,Action,en,Terminal Velocity,Hollywood Pictures,23-09-94,16478900,102.0,D
,0,Drama,en,Thirty Two Short Films About Glenn Gould,Rhombus Media,26-11-93,0,93.0,B
,0,Comedy,en,Threesome,TriStar Pictures,08-04-94,0,93.0,C
,18000000,Fantasy,en,The Nightmare Before Christmas,Tim Burton Productions,09-10-93,75634409,76.0,B
,30000000,Action,en,The Three Musketeers,Walt Disney Pictures,11-11-93,53898845,105.0,C
,25000000,Action,en,Tombstone,Hollywood Pictures,25-12-93,56505065,130.0,B
,0,Drama,en,Trial by Jury,Warner Bros.,09-09-94,0,107.0,C
,12500000,Action,en,True Romance,Davis-Films,09-09-93,12281551,120.0,B
,0,Documentary,en,The War Room,#VALUE!,05-12-93,0,96.0,B
,27000000,Fantasy,en,The Pagemaster,Twentieth Century Fox Film Corporation,23-11-94,13670688,80.0,C
,0,Drama,en,Paris, France,Téléfilm Canada,04-02-94,0,112.0,C
,0,,en,The Beans of Egypt, Maine,#VALUE!,,,,E
,0,Thriller,en,Killer,Republic Pictures (II),14-09-94,0,97.0,E
,0,Comedy,en,Welcome to the Dollhouse,#VALUE!,24-05-95,0,88.0,C
,0,Drama,en,Germinal,Renn Productions,29-09-93,0,160.0,C
,0,Comedy,en,Chasers,Warner Bros.,22-04-94,1596687,102.0,D
,0,Drama,en,Cronos,CNCAIMC,12-09-93,0,94.0,C
,0,Comedy,en,Naked in New York,Fine Line Features,10-11-93,0,95.0,D
,0,Comedy,es,Kika,CiBy 2000,28-10-93,0,117.0,C
,0,Comedy,en,Bhaji on the Beach,Channel 4 Television,21-01-94,0,100.0,C
,0,Comedy,en,Little Big League,Columbia Pictures,29-06-94,0,119.0,C
,0,Drama,sv,Kådisbellan,SVT Drama,24-09-93,0,102.0,C
,0,TV Movie,en,Wide Eyed and Legless,#VALUE!,,,,E
,0,Drama,en,Foreign Student,#VALUE!,29-07-94,0,90.0,E
,0,Comedy,en,Io speriamo che me la cavo,#VALUE!,01-10-92,0,100.0,B
,200000,Comedy,en,Spanking the Monkey,Fine Line Features,15-01-94,0,106.0,C
,0,Romance,en,The Little Rascals,Universal Pictures,05-08-94,67308282,82.0,C
,0,Comedy,en,À la mode,#VALUE!,10-09-93,0,82.0,E
,0,Drama,en,Andre,Paramount Pictures,17-08-94,0,94.0,D
,0,Thriller,it,La scorta,#VALUE!,01-01-93,0,92.0,D
,0,Comedy,en,Princess Caraboo,TriStar Pictures,16-09-94,3021629,97.0,D
,0,History,en,The Celluloid Closet,Sony Pictures Classics,30-01-96,0,102.0,C
,0,Drama,en,Métisse,#VALUE!,01-01-93,0,94.0,C
,0,Comedy,it,Caro diario,Sacher Film,12-10-93,0,100.0,C
,0,Romance,en,De eso no se habla,Oscar Kramer S.A.,20-05-93,0,106.0,C
The Brady Bunch Collection,0,Comedy,en,The Brady Bunch Movie,Paramount Pictures,16-02-95,0,84.0,C
Home Alone Collection,18000000,Comedy,en,Home Alone,Twentieth Century Fox Film Corporation,09-11-90,476684675,103.0,B
,22000000,Fantasy,en,Ghost,Paramount Pictures,12-07-90,505000000,127.0,C
Aladdin Collection,28000000,Animation,en,Aladdin,Walt Disney Pictures,25-11-92,504050219,90.0,B
The Terminator Collection,100000000,Action,en,Terminator 2: Judgment Day,Lightstorm Entertainment,01-07-91,520000000,137.0,B
,22000000,Adventure,en,Dances with Wolves,Tig Productions,09-11-90,424208848,181.0,B
,0,Thriller,en,Tough and Deadly,Shapiro-Glickenhaus Entertainment,14-02-95,0,92.0,C
Batman Collection,35000000,Fantasy,en,Batman,PolyGram Filmed Entertainment,23-06-89,411348924,126.0,C
The Hannibal Lecter Anthology,19000000,Crime,en,The Silence of the Lambs,Orion Pictures,01-02-91,272742922,119.0,A
,1488423,Fantasy,en,Snow White and the Seven Dwarfs,Walt Disney Productions,20-12-37,184925486,83.0,C
Beauty and the Beast Collection,25000000,Romance,en,Beauty and the Beast,Walt Disney Pictures,13-11-91,377350553,84.0,B
,2600000,Animation,en,Pinocchio,RKO Radio Pictures,23-02-40,84300000,88.0,C
