Unnamed: 0,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,Hours,whyplay,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Gender,Age,Work,Residence,GAD_T,SPIN_T,Residence_ISO3,Birthplace_ISO3,Multiplayer,Online,Relation
109,0,0,0,0,0,0,0,42.0,having fun,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Male,27,Employed,India,0,15.0,IND,IND,yes,yes,various
110,0,3,3,3,1,2,3,20.0,having fun,1.0,0.0,0.0,4.0,0.0,1.0,2.0,3.0,2.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,Female,21,Employed,Germany,15,21.0,DEU,USA,yes,yes,online acquaintaces
111,1,1,1,1,0,1,0,14.0,relaxing,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Netherlands,5,11.0,NLD,NLD,yes,yes,online acquaintaces
112,1,3,3,1,0,1,0,80.0,winning,1.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,4.0,0.0,4.0,4.0,0.0,3.0,2.0,1.0,4.0,Male,18,Student at college / university,UK,9,37.0,GBR,GBR,yes,yes,strangers
113,1,1,1,1,2,2,1,50.0,improving,2.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,Male,19,Student at college / university,USA,9,34.0,USA,USA,yes,yes,strangers
114,1,0,1,1,2,2,0,40.0,having fun,1.0,3.0,3.0,3.0,0.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,0.0,2.0,1.0,1.0,3.0,Male,22,Student at college / university,Denmark,7,35.0,DNK,DNK,yes,yes,online acquaintaces
116,0,0,1,1,0,0,0,10.0,having fun,1.0,2.0,0.0,3.0,0.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,Female,20,Employed,Portugal,2,25.0,PRT,PRT,yes,yes,friends
117,0,0,0,1,0,1,0,10.0,improving,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,22,Student at college / university,UK,2,12.0,GBR,GBR,yes,yes,strangers
118,0,1,1,0,1,0,1,28.0,improving,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,France,4,4.0,FRA,FRA,yes,yes,online acquaintaces
119,1,1,1,1,1,3,0,30.0,having fun,2.0,0.0,2.0,1.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,Male,20,Unemployed / between jobs,France,8,22.0,FRA,FRA,yes,yes,friends
120,3,1,2,1,0,1,0,20.0,having fun,0.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,0.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,Male,23,Student at college / university,France,8,33.0,FRA,FRA,yes,yes,strangers
121,3,3,3,1,1,3,3,28.0,having fun,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,4.0,3.0,0.0,3.0,1.0,1.0,2.0,Male,21,Employed,UK,17,34.0,GBR,GBR,yes,yes,online acquaintaces
122,1,1,1,1,0,0,0,40.0,improving,0.0,3.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,1.0,Male,23,Unemployed / between jobs,Argentina,4,26.0,ARG,ARG,yes,yes,online acquaintaces
123,1,0,0,0,1,1,0,30.0,having fun,0.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,0.0,2.0,Male,18,Student at school,Germany,3,40.0,DEU,DEU,no,no,alone
124,1,1,3,1,1,3,3,30.0,winning,1.0,2.0,3.0,4.0,4.0,1.0,0.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,0.0,4.0,Male,18,Employed,Germany,13,46.0,DEU,DEU,yes,yes,friends
125,0,0,1,1,0,0,0,30.0,improving,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,Female,20,Student at college / university,Germany,2,17.0,DEU,COL,yes,yes,online acquaintaces
126,1,0,1,2,0,2,0,17.0,improving,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,Male,27,Employed,Estonia,6,11.0,EST,EST,yes,yes,strangers
127,0,0,0,1,1,1,0,30.0,having fun,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,Male,20,Employed,UK,3,6.0,GBR,GBR,yes,yes,friends
128,0,0,1,1,0,2,0,7.0,having fun,0.0,2.0,0.0,3.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,34,Employed,Germany,4,18.0,DEU,DEU,yes,yes,strangers
129,2,1,1,0,0,3,0,14.0,winning,2.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0,4.0,0.0,4.0,4.0,2.0,1.0,Male,19,Unemployed / between jobs,Russia,7,46.0,RUS,RUS,yes,yes,online acquaintaces
130,1,1,1,1,0,1,1,30.0,having fun,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,Male,21,Student at college / university,Czech Republic,6,28.0,CZE,SVK,no,no,alone
131,0,0,3,0,0,0,0,25.0,having fun,0.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,4.0,1.0,,2.0,0.0,0.0,4.0,0.0,2.0,Male,20,Unemployed / between jobs,Netherlands,3,,NLD,NLD,yes,yes,online acquaintaces
132,1,1,0,1,2,0,0,10.0,having fun,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,Female,20,Student at college / university,Lithuania,5,27.0,LTU,LTU,,no,various
133,2,1,1,1,0,1,1,45.0,improving,1.0,4.0,3.0,4.0,2.0,3.0,0.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,4.0,1.0,3.0,Male,35,Employed,Ireland,7,43.0,IRL,GBR,yes,yes,online acquaintaces
135,2,3,2,1,0,1,2,40.0,having fun,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Female,18,Student at school,Norway,11,7.0,NOR,NOR,yes,yes,friends
136,0,0,1,0,0,0,0,12.0,improving,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,25,Employed,Germany,1,5.0,DEU,DEU,yes,yes,friends
137,1,1,1,0,2,1,1,16.0,having fun,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,Male,19,Student at college / university,Japan,7,14.0,JPN,LKA,yes,yes,online acquaintaces
138,1,0,1,2,0,1,1,13.0,improving,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,Male,23,Student at college / university,Belgium,6,19.0,BEL,BEL,yes,yes,friends
139,0,0,0,0,1,0,0,20.0,having fun,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,19,Student at school,Switzerland,1,13.0,CHE,CHE,yes,yes,friends
140,0,0,0,0,0,0,1,16.0,having fun,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Student at school,UK,1,2.0,GBR,GBR,yes,yes,friends
141,3,3,3,3,1,3,2,10.0,improving,0.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,Male,36,Employed,Canada,18,30.0,CAN,CAN,no,no,alone
142,0,0,1,0,0,1,0,12.0,improving,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,Male,18,Employed,UK,2,16.0,GBR,GBR,yes,yes,friends
143,1,2,2,1,2,2,0,21.0,having fun,0.0,1.0,0.0,2.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,Male,21,Student at college / university,Croatia,10,23.0,HRV,HRV,yes,yes,friends
144,0,0,1,1,0,0,1,5.0,having fun,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Male,23,Employed,Germany,3,8.0,DEU,DEU,yes,yes,friends
145,0,0,1,1,1,1,0,40.0,improving,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,Male,22,Student at college / university,Finland,4,14.0,FIN,FIN,yes,yes,strangers
146,1,1,1,0,0,0,0,10.0,improving,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,21,Student at college / university,Canada,3,13.0,CAN,CAN,yes,yes,online acquaintaces
147,1,1,0,1,0,1,1,11.0,improving,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at college / university,Singapore,5,8.0,SGP,SGP,yes,yes,online acquaintaces
148,1,0,1,0,0,0,0,15.0,having fun,2.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,Male,25,Employed,UK,2,35.0,GBR,GBR,no,no,alone
149,1,0,0,0,3,1,0,30.0,improving,1.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,2.0,4.0,4.0,3.0,0.0,2.0,3.0,0.0,3.0,Male,20,Student at college / university,Belgium,5,36.0,BEL,BEL,yes,yes,friends
150,2,2,2,1,1,1,0,12.0,winning,0.0,1.0,0.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,0.0,3.0,0.0,0.0,2.0,Male,19,Student at college / university,Argentina,9,32.0,ARG,ARG,yes,yes,online acquaintaces
151,2,0,0,1,1,0,0,15.0,having fun,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at college / university,UK,4,4.0,GBR,GBR,yes,yes,strangers
152,0,0,0,0,1,0,1,30.0,having fun,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,Male,24,Employed,Portugal,2,12.0,PRT,PRT,yes,yes,online acquaintaces
153,0,0,0,0,0,0,0,20.0,improving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,25,Employed,Romania,0,3.0,ROU,ROU,yes,yes,strangers
154,0,0,0,0,0,0,0,30.0,winning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,23,Unemployed / between jobs,Poland,0,2.0,POL,POL,yes,yes,strangers
155,0,1,3,1,0,1,0,21.0,improving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Germany,6,0.0,DEU,DEU,yes,yes,strangers
156,1,0,0,1,0,1,0,50.0,relaxing,0.0,1.0,0.0,3.0,2.0,3.0,2.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,Male,21,Student at college / university,Austria,3,22.0,AUT,AUT,yes,yes,strangers
157,0,0,0,0,0,1,0,20.0,having fun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,23,Student at college / university,Netherlands,1,3.0,NLD,NLD,yes,yes,online acquaintaces
158,1,1,1,1,2,0,0,25.0,improving,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,22,Employed,Germany,6,6.0,DEU,DEU,yes,yes,friends
159,1,0,0,0,0,0,0,17.0,having fun,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Argentina,1,10.0,ARG,DEU,yes,yes,strangers
160,0,0,0,0,0,1,0,50.0,having fun and improving,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,Male,18,Unemployed / between jobs,Denmark,1,10.0,DNK,DNK,yes,yes,friends
161,0,0,0,0,0,1,0,80.0,improving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,29,Unemployed / between jobs,UK,1,1.0,GBR,USA,yes,yes,online acquaintaces
162,1,0,0,0,0,0,0,15.0,relaxing,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Male,39,Employed,Sweden,1,9.0,SWE,SWE,yes,yes,online acquaintaces
163,1,2,1,0,0,0,0,10.0,improving,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,25,Student at college / university,Germany,4,2.0,DEU,DEU,yes,yes,friends
164,1,2,3,2,3,0,0,10.0,improving,4.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,Male,21,Student at college / university,Denmark,11,23.0,DNK,NLD,yes,yes,strangers
165,1,1,1,0,0,0,0,10.0,improving,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,Male,19,Employed,Sweden,3,,SWE,SWE,yes,yes,online acquaintaces
166,1,1,1,3,0,3,0,40.0,improving,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,Male,25,Employed,UK,9,23.0,GBR,BGR,yes,yes,strangers
167,0,0,0,0,0,0,0,10.0,having fun,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Canada,0,1.0,CAN,CAN,yes,yes,strangers
168,1,0,0,1,1,0,0,7.0,improving,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,19,Student at college / university,USA,3,10.0,USA,USA,yes,yes,strangers
169,3,1,2,1,0,0,0,25.0,improving,2.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,Male,20,Student at college / university,China,7,41.0,CHN,NOR,yes,yes,strangers
170,0,0,0,1,0,1,1,10.0,having fun,,,,,,,,,,,,,,,,,,Male,18,Student at school,Canada,3,,CAN,USA,yes,yes,online acquaintaces
171,1,1,1,0,0,0,1,20.0,having fun,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,23,Student at college / university,Germany,4,8.0,DEU,ITA,yes,yes,friends
173,0,0,0,1,0,2,0,14.0,improving,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Male,29,Employed,UK,3,8.0,GBR,GBR,yes,yes,friends
174,0,1,0,0,0,0,0,30.0,improving,0.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,Male,22,Student at college / university,Netherlands,1,18.0,NLD,DEU,yes,yes,strangers
175,0,0,0,0,0,1,0,15.0,improving,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Male,29,Employed,France,1,12.0,FRA,FRA,yes,yes,online acquaintaces
176,2,2,2,1,0,1,1,13.0,winning,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,3.0,4.0,0.0,2.0,Male,18,Student at school,Canada,9,22.0,CAN,CAN,yes,yes,friends
177,1,0,1,0,1,1,0,20.0,improving,1.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,Male,18,Student at school,USA,4,26.0,USA,USA,yes,yes,friends
178,2,2,2,2,1,3,2,12.0,having fun,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,25,Unemployed / between jobs,UK,14,8.0,GBR,GBR,yes,yes,strangers
179,1,0,0,1,0,1,0,35.0,relaxing,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,Male,21,Student at college / university,Portugal,3,48.0,PRT,PRT,yes,yes,friends
180,0,2,0,0,0,3,0,7.0,improving,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,Male,19,Student at college / university,Unknown,5,9.0,,,yes,yes,friends
181,0,0,1,0,0,0,0,30.0,improving,1.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,Male,21,Student at college / university,Germany,1,19.0,DEU,DEU,yes,yes,friends
182,2,2,1,1,0,3,1,14.0,having fun,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,Male,29,Employed,UK,10,38.0,GBR,GBR,yes,yes,strangers
183,1,1,1,1,1,1,0,10.0,having fun,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,Female,20,Student at college / university,Denmark,6,34.0,DNK,DNK,yes,yes,online acquaintaces
184,0,0,1,0,0,1,0,70.0,improving,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,19,Student at college / university,Serbia,2,4.0,SRB,HRV,no,no,alone
185,3,3,3,1,1,0,0,40.0,all,0.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,0.0,3.0,1.0,3.0,3.0,0.0,0.0,2.0,Male,18,Student at school,Sweden,11,26.0,SWE,SWE,yes,yes,online acquaintaces
186,0,0,0,0,0,0,0,15.0,improving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,29,Employed,Switzerland,0,0.0,CHE,CAN,yes,yes,strangers
187,1,1,1,3,2,3,1,8.0,improving,3.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,Male,21,Student at college / university,Morocco,12,32.0,MAR,MAR,yes,yes,strangers
188,0,0,0,0,0,0,0,8.0,improving,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,23,Employed,USA,0,5.0,USA,USA,yes,yes,friends
189,0,0,0,0,0,1,0,30.0,having fun,0.0,2.0,1.0,2.0,0.0,1.0,4.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,Male,19,Unemployed / between jobs,USA,1,21.0,USA,USA,yes,yes,online acquaintaces
190,1,1,1,1,1,1,1,0.0,winning,0.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,Male,29,Employed,Australia,7,26.0,AUS,AUS,no,no,various
191,0,0,0,0,0,0,0,40.0,having fun,0.0,1.0,2.0,4.0,3.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Unemployed / between jobs,USA,0,19.0,USA,USA,yes,yes,online acquaintaces
192,1,1,2,2,0,1,1,21.0,having fun,2.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,Male,18,Student at school,France,8,51.0,FRA,FRA,yes,yes,various
194,1,1,3,0,1,2,0,50.0,improving,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,Male,18,Student at school,USA,8,21.0,USA,USA,yes,yes,friends
195,1,0,0,0,1,1,1,20.0,improving,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Male,18,Student at school,Germany,4,12.0,DEU,DEU,yes,yes,friends
197,0,0,0,0,1,1,0,12.0,improving,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,Male,31,Employed,Netherlands,2,11.0,NLD,NLD,yes,yes,strangers
198,0,0,0,0,0,0,0,25.0,improving,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,25,Student at college / university,Sweden,0,2.0,SWE,SWE,yes,yes,strangers
199,1,1,1,2,0,1,2,13.0,improving,2.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,Male,25,Employed,USA,8,35.0,USA,USA,yes,yes,strangers
200,3,2,3,3,2,3,3,20.0,having fun,0.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,2.0,Male,19,Student at college / university,Poland,19,28.0,POL,POL,yes,yes,strangers
201,2,0,2,1,3,0,0,8.0,improving,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,3.0,Male,24,Employed,Germany,8,17.0,DEU,DEU,yes,yes,online acquaintaces
202,0,0,0,0,0,0,0,8.0,improving,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Male,26,Employed,USA,0,9.0,USA,USA,yes,yes,online acquaintaces
203,0,0,0,0,0,0,0,18.0,improving,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,USA,0,1.0,USA,USA,yes,yes,strangers
204,1,1,1,2,0,1,0,20.0,improving,1.0,1.0,1.0,1.0,0.0,2.0,1.0,4.0,4.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,Male,18,Unemployed / between jobs,UK,6,23.0,GBR,GBR,yes,yes,strangers
205,0,0,0,0,0,0,0,30.0,improving,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,Male,25,Student at college / university,Australia,0,7.0,AUS,AUS,yes,yes,online acquaintaces
206,1,0,1,1,0,3,1,10.0,improving,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,Male,20,Student at college / university,Spain,7,20.0,ESP,ESP,yes,yes,strangers
207,0,0,0,0,0,0,0,5.0,improving,1.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,Male,19,Student at college / university,Saudi Arabia,0,27.0,SAU,SAU,yes,yes,strangers
208,1,1,1,1,0,0,1,15.0,improving,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,Male,18,Student at school,USA,5,23.0,USA,USA,yes,yes,strangers
209,0,2,0,0,1,1,0,16.0,having fun,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,27,Employed,USA,4,8.0,USA,USA,no,no,alone
210,1,0,0,0,0,1,0,30.0,improving,1.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,Male,26,Employed,Germany,2,23.0,DEU,DEU,yes,yes,online acquaintaces
211,1,1,1,1,0,0,0,5.0,having fun,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Male,18,Student at school,Germany,4,7.0,DEU,DEU,yes,yes,friends
212,1,0,0,0,0,1,0,7.0,having fun,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,23,Employed,USA,2,8.0,USA,USA,yes,yes,friends
213,1,2,1,0,0,1,1,14.0,having fun,2.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,Male,19,Student at college / university,Slovakia,6,31.0,SVK,SVK,yes,yes,online acquaintaces
214,0,0,0,0,0,1,0,50.0,improving,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,22,Student at college / university,Germany,1,,DEU,AUT,yes,yes,friends
215,0,0,0,0,1,1,0,30.0,improving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,2,1.0,USA,USA,yes,yes,online acquaintaces
216,2,2,3,3,0,1,3,20.0,improving,0.0,1.0,3.0,4.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,18,Unemployed / between jobs,Czech Republic,14,18.0,CZE,CZE,yes,yes,strangers
217,1,2,2,1,0,0,1,15.0,relaxing,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,Male,24,Employed,Denmark,7,40.0,DNK,DNK,yes,yes,friends
218,0,0,0,0,0,1,0,25.0,winning,1.0,2.0,1.0,2.0,3.0,4.0,1.0,0.0,2.0,4.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,Male,20,Employed,UK,1,31.0,GBR,GBR,yes,yes,friends
